Record_ID,Calling_Agents,Calling_Agents_Description
1835,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX2081%20Build/RKQ1.200928.002),Android Browser on Android
1836,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX2103%20Build/RKQ1.201217.002),Android Browser on Android
1837,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX2151%20Build/RP1A.200720.011),Android Browser on Android
1838,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX2161%20Build/RP1A.200720.011),Android Browser on Android
1839,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX2170%20Build/RKQ1.200903.002),Android Browser on Android
1840,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX2180%20Build/RP1A.200720.011),Android Browser on Android
1841,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX2189%20Build/RP1A.200720.011),Android Browser on Android
1842,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX2193%20Build/RP1A.200720.011),Android Browser on Android
1843,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX3085%20Build/RP1A.200720.011),Android Browser on Android
1844,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20RMX3191%20Build/RP1A.200720.011),Android Browser on Android
1845,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A217F%20Build/RP1A.200720.012),Android Browser on Android
1846,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A315F%20Build/RP1A.200720.012),Android Browser on Android
1847,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A325F%20Build/RP1A.200720.012),Android Browser on Android
1848,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A326B%20Build/RP1A.200720.012),Android Browser on Android
1849,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A426B%20Build/RP1A.200720.012),Android Browser on Android
1850,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A505F%20Build/RP1A.200720.012),Android Browser on Android
1851,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A505GN%20Build/RP1A.200720.012),Android Browser on Android
1852,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A507FN%20Build/RP1A.200720.012),Android Browser on Android
1853,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A515F%20Build/RP1A.200720.012),Android Browser on Android
1854,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A525F%20Build/RP1A.200720.012),Android Browser on Android
1855,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A705FN%20Build/RP1A.200720.012),Android Browser on Android
1856,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A705GM%20Build/RP1A.200720.012),Android Browser on Android
1857,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A705MN%20Build/RP1A.200720.012),Android Browser on Android
1858,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A707F%20Build/RP1A.200720.012),Android Browser on Android
1859,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A715F%20Build/RP1A.200720.012),Android Browser on Android
1860,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A716B%20Build/RP1A.200720.012),Android Browser on Android
1861,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-A805F%20Build/RP1A.200720.012),Android Browser on Android
1862,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-E625F%20Build/RP1A.200720.012),Android Browser on Android
1863,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-F127G%20Build/RP1A.200720.012),Android Browser on Android
1864,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-F415F%20Build/RP1A.200720.012),Android Browser on Android
1865,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-F700F%20Build/RP1A.200720.012),Android Browser on Android
1866,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-G770F%20Build/RP1A.200720.012),Android Browser on Android
1867,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-G780F%20Build/RP1A.200720.012),Android Browser on Android
1868,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-G9730%20Build/RP1A.200720.012),Android Browser on Android
1869,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-G973F%20Build/RP1A.200720.012),Android Browser on Android
1870,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-G975F%20Build/RP1A.200720.012),Android Browser on Android
1871,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-G980F%20Build/RP1A.200720.012),Android Browser on Android
1872,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-G985F%20Build/RP1A.200720.012),Android Browser on Android
1873,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-G986W%20Build/RP1A.200720.012),Android Browser on Android
1874,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M015G%20Build/RP1A.200720.012),Android Browser on Android
1875,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M115F%20Build/RP1A.200720.012),Android Browser on Android
1876,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M127G%20Build/RP1A.200720.012),Android Browser on Android
1877,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M215F%20Build/RP1A.200720.012),Android Browser on Android
1878,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M307F%20Build/RP1A.200720.012),Android Browser on Android
1879,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M315F%20Build/RP1A.200720.012),Android Browser on Android
1880,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M317F%20Build/RP1A.200720.012),Android Browser on Android
1881,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M405F%20Build/RP1A.200720.012),Android Browser on Android
1882,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-M515F%20Build/RP1A.200720.012),Android Browser on Android
1883,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-N770F%20Build/RP1A.200720.012),Android Browser on Android
1884,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-N975F%20Build/RP1A.200720.012),Android Browser on Android
1885,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-N986B%20Build/RP1A.200720.012),Android Browser on Android
1886,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-P610%20Build/RP1A.200720.012),Android Browser on Android
1887,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-P615%20Build/RP1A.200720.012),Android Browser on Android
1888,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20SM-T865%20Build/RP1A.200720.012),Android Browser on Android
1889,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20TECNO%20LC7%20Build/RP1A.200720.011),Android Browser on Android
1890,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2022%20Build/RP1A.200720.012),Android Browser on Android
1891,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2025%20Build/RP1A.200709.001),Android Browser on Android
1892,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2026%20Build/RP1A.200720.012),Android Browser on Android
1893,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2030%20Build/RP1A.200720.012),Android Browser on Android
1894,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2031%20Build/RP1A.200720.012),Android Browser on Android
1895,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2033%20Build/RP1A.200720.012),Android Browser on Android
1896,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2035%20Build/RP1A.200720.012),Android Browser on Android
1897,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2036%20Build/RP1A.200720.012),Android Browser on Android
1898,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2037%20Build/RP1A.200720.012),Android Browser on Android
1899,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2040%20Build/RP1A.200720.012),Android Browser on Android
1900,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2045%20Build/RP1A.200720.012),Android Browser on Android
1901,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2050%20Build/RP1A.200720.012),Android Browser on Android
1902,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2052%20Build/RP1A.200720.012),Android Browser on Android
1903,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2054%20Build/RP1A.200720.012),Android Browser on Android
1904,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20V2069%20Build/RP1A.200720.012),Android Browser on Android
1905,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201818%20Build/RP1A.200720.012),Android Browser on Android
1906,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201901%20Build/RP1A.200720.012),Android Browser on Android
1907,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201901_19%20Build/RP1A.200720.012),Android Browser on Android
1908,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201904%20Build/RP1A.200720.012),Android Browser on Android
1909,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201906%20Build/RP1A.200720.012),Android Browser on Android
1910,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201906%20Build/RP1A.200720.012)%20XDL,Android Browser on Android
1911,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201907%20Build/RP1A.200720.012),Android Browser on Android
1912,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201907_19%20Build/RP1A.200720.012),Android Browser on Android
1913,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201915%20Build/RP1A.200720.012),Android Browser on Android
1914,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201917%20Build/RP1A.200720.012),Android Browser on Android
1915,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201919%20Build/RP1A.200720.012),Android Browser on Android
1916,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201920%20Build/RP1A.200720.012),Android Browser on Android
1917,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201933%20Build/RP1A.200720.012),Android Browser on Android
1918,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%201951%20Build/RP1A.200720.012),Android Browser on Android
1919,Dalvik/2.1.0%20(Linux;%20U;%20Android%2011;%20vivo%202018%20Build/RP1A.200720.012),Android Browser on Android
1920,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.1;%20ALE-L21%20Build/HuaweiALE-L21),Android Browser on Android
1921,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.1;%20GT-I9500%20Build/LRX22C),Android Browser on Android
1922,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.1;%20GT-I9505%20Build/LRX22C),Android Browser on Android
1923,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.1;%20SHV-E300L%20Build/LRX22C),Android Browser on Android
1924,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20Lenovo%20A6000%20Build/LRX22G),Android Browser on Android
1925,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20Lenovo%20A7000-a%20Build/LRX21M),Android Browser on Android
1926,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20Pixel%20XL%20Build/LRX22G),Android Browser on Android
1927,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20SM-A300F%20Build/LRX22G),Android Browser on Android
1928,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20SM-A300FU%20Build/LRX22G),Android Browser on Android
1929,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20SM-G360M%20Build/LRX22G),Android Browser on Android
1930,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20SM-G530H%20Build/LRX22G),Android Browser on Android
1931,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20SM-T705%20Build/LRX22G),Android Browser on Android
1932,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0.2;%20vivo%20Y51L%20Build/LRX22G),Android Browser on Android
1933,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0;%20F11%20Pro%20Build/LRX21M),Android Browser on Android
1934,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0;%20P6%20Build/LRX21M),Android Browser on Android
1935,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.0;%20SM-N9005%20Build/LRX21V),Android Browser on Android
1936,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%202014818%20MIUI/V9.2.5.0.LHJMIEK),Android Browser on Android
1937,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20A33f%20Build/LMY47V),Android Browser on Android
1938,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20A37f%20Build/LMY47V),Android Browser on Android
1939,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20A37f%20Build/LMY47V)%20XDL,Android Browser on Android
1940,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20A37fw%20Build/LMY47V),Android Browser on Android
1941,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20C6802%20Build/14.6.A.1.236),Android Browser on Android
1942,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20F1f%20Build/LMY47V),Android Browser on Android
1943,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20F1w%20Build/LMY47V),Android Browser on Android
1944,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20KFSUWI%20Build/LVY48F),Android Browser on Android
1945,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20Lenovo%20A6020a40%20Build/LMY47V),Android Browser on Android
1946,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20Lenovo%20A6020a46%20Build/LMY47V),Android Browser on Android
1947,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20LG-K332%20Build/LMY47V),Android Browser on Android
1948,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20LS-5016%20Build/LMY47V),Android Browser on Android
1949,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-G361H%20Build/LMY48B),Android Browser on Android
1950,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-G388F%20Build/LMY48B),Android Browser on Android
1951,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-G531F%20Build/LMY48B),Android Browser on Android
1952,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-G531H%20Build/LMY48B),Android Browser on Android
1953,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-G550FY%20Build/LMY47X),Android Browser on Android
1954,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J105B%20Build/LMY47V),Android Browser on Android
1955,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J105F%20Build/LMY47V),Android Browser on Android
1956,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J105H%20Build/LMY47V),Android Browser on Android
1957,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J111F%20Build/LMY47V),Android Browser on Android
1958,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J120F%20Build/LMY47X),Android Browser on Android
1959,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J120G%20Build/LMY47X),Android Browser on Android
1960,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J120H%20Build/LMY47V),Android Browser on Android
1961,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J200F%20Build/LMY47X),Android Browser on Android
1962,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J200G%20Build/LMY47X),Android Browser on Android
1963,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J200H%20Build/LMY48B),Android Browser on Android
1964,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J320F%20Build/LMY47V),Android Browser on Android
1965,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J320G%20Build/LMY47V),Android Browser on Android
1966,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J500F%20Build/LMY48B),Android Browser on Android
1967,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J500G%20Build/LMY48B),Android Browser on Android
1968,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J700F%20Build/LMY48B),Android Browser on Android
1969,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-J700H%20Build/LMY48B),Android Browser on Android
1970,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-T285%20Build/LMY47V),Android Browser on Android
1971,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20SM-T285YD%20Build/LMY47V),Android Browser on Android
1972,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20vivo%20V3%20Build/LMY47V),Android Browser on Android
1973,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20vivo%20V3Max%20A%20Build/LMY47V),Android Browser on Android
1974,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20vivo%20Y21L%20Build/LMY47V),Android Browser on Android
1975,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20vivo%20Y31L%20Build/LMY47V),Android Browser on Android
1976,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20vivo%20Y51%20Build/LMY47V),Android Browser on Android
1977,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20vivo%20Y51L%20Build/LMY47V),Android Browser on Android
1978,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1.1;%20YU5010A%20Build/LMY47V),Android Browser on Android
1979,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%2010%20Build/LMY47D),Android Browser on Android
1980,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%201201%20Build/LMY47I),Android Browser on Android
1981,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20A1601%20Build/LMY47I),Android Browser on Android
1982,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20A1603%20Build/LMY47I),Android Browser on Android
1983,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20BLU%20LIFE%20XL%20Build/L050U),Android Browser on Android
1984,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20ELUGA_I2%20Build/LMY47D),Android Browser on Android
1985,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20Grand2%20Build/LMY47D),Android Browser on Android
1986,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20H58%20Build/LMY47I),Android Browser on Android
1987,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20HUAWEI%20CUN-L21%20Build/HUAWEICUN-L21),Android Browser on Android
1988,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20HUAWEI%20CUN-U29%20Build/HUAWEICUN-U29),Android Browser on Android
1989,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20HUAWEI%20LUA-U22%20Build/HUAWEILUA-U22),Android Browser on Android
1990,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20HUAWEI%20TIT-AL00%20Build/HUAWEITIT-AL00),Android Browser on Android
1991,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20iris%20605%20Build/LMY47I),Android Browser on Android
1992,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20itel%20it1355%20Build/LMY47D),Android Browser on Android
1993,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20Lenovo%20A7020a48%20Build/LMY47I),Android Browser on Android
1994,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20Lenovo%20P1ma40%20Build/LMY47D),Android Browser on Android
1995,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20Lenovo%20TB3-710I%20Build/LMY47I),Android Browser on Android
1996,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20LEXIA%205%20Build/LMY47I),Android Browser on Android
1997,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20LS-6001%20Build/LMY47D),Android Browser on Android
1998,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20M5_lite%20Build/LMY47D),Android Browser on Android
1999,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20Micromax%20Q413%20Build/LMY47D),Android Browser on Android
2000,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20Micromax%20Q463%20Build/LMY47D),Android Browser on Android
2001,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20P5L%20Build/LMY47D),Android Browser on Android
2002,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20P5W%20Build/LMY47I),Android Browser on Android
2003,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20P6%20PRO%20Build/LMY47D),Android Browser on Android
2004,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20U2%20Build/LMY47I),Android Browser on Android
2005,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20V100%20Build/LMY47D),Android Browser on Android
2006,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20vivo%20Y21%20Build/LMY47I),Android Browser on Android
2007,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20X9009%20Build/LMY47I),Android Browser on Android
2008,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20YU%206000%20Build/LMY47D),Android Browser on Android
2009,Dalvik/2.1.0%20(Linux;%20U;%20Android%205.1;%20YU5530%20Build/LMY47I),Android Browser on Android
2010,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20ASUS_Z00LD%20Build/MMB29P),Android Browser on Android
2011,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20ASUS_Z010D%20Build/MMB29P),Android Browser on Android
2012,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20C103%20Build/ZIXOSOP5801803011S),Android Browser on Android
2013,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20Coolpad%203600I%20Build/MMB29M),Android Browser on Android
2014,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20CPH1607%20Build/MMB29M),Android Browser on Android
2015,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20CPH1613%20Build/MMB29M),Android Browser on Android
2016,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20CPH1701%20Build/MMB29M),Android Browser on Android
2017,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20D6503%20Build/23.5.A.1.291),Android Browser on Android
2018,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20HP%20Compaq%206530b%20Build/MOB31E),Android Browser on Android
2019,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20Le%20X526%20Build/IIXOSOP5801910121S),Android Browser on Android
2020,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20Le%20X821%20Build/FGXOSOP5601305262S),Android Browser on Android
2021,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20Lenovo%20K33a42%20Build/MMB29M),Android Browser on Android
2022,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20Lenovo%20K53a48%20Build/MMB29M),Android Browser on Android
2023,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20Lenovo%20P1a42%20Build/MMB29M),Android Browser on Android
2024,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20LG-K220%20Build/MXB48T),Android Browser on Android
2025,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20LS-5505%20Build/LYF_LS-5505_01_10),Android Browser on Android
2026,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20MI%203W%20MIUI/8.3.1),Android Browser on Android
2027,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20MI%203W%20MIUI/V9.5.7.0.MXDMIFA),Android Browser on Android
2028,Dalvik/2.1.0%20(Linux;%20U;%20Android%206.0.1;%20Micromax%20Q4251%20Build/MMB29M),Android Browser on Android
